date,precio_promedio,cosecha_tons,embarques_tons,tipo_cambio,temp_min_c,temp_avg_c,temp_max_c,precipitation_mm,importaciones_kg,precio_importacion_usd,year,month,quarter,precio_lag1,precio_lag2,precio_lag3,precio_ma3,precio_ma6,precio_ma12,precio_std3,ratio_oferta_demanda,balance_oferta_demanda,precio_importacion_mxn,diferencial_precio_mx_us,temp_precip_interaction,precio_proximo_mes,precio_promedio_log,cosecha_tons_log,embarques_tons_log,importaciones_kg_log,precio_promedio_boxcox,tipo_cambio_boxcox,temp_avg_c_boxcox,temp_loca,temp_marcena,temp_normal,month_sin,month_cos,produccion_tons,precio_productor_kg,rendimiento,superficie_cosechada,demanda_export_klbs,flag_evento_export,flag_inspeccion,flag_cierre,precio_usa_usd,volumen_usa
2018-08-01,31.39,,,,16.3,23.1,29.8,206.9,59113706.0,3.3609835424630625,2018,8,3,32.45,33.055,33.055,32.29833333333333,32.57533333333333,33.04609090909091,0.8427979196304101,,,,,4779.39,30.858,3.477849733183238,0.0,0.0,17.89497338441898,1.2360349746273196,,2995.1946761698623,True,False,False,-0.8660254037844384,-0.5000000000000004,13197.83630049383,15.935935070681069,10.2585669038071,18661.73,130323.4135,0.0,0.0,0.0,1.21468921125,33256413.1625
2018-09-01,30.858,,,,16.5,22.8,29.1,201.6,59736065.0,2.460431935046274,2018,9,3,31.39,32.45,33.055,31.566000000000003,32.30166666666667,32.86375,0.810461596869356,,,,,4596.48,31.095,3.4612885278724463,0.0,0.0,17.905446516558456,1.234804624117833,,2890.359264738594,True,False,False,-1.0,-1.8369701987210294e-16,13336.785332079486,15.935935070681069,10.2585669038071,18661.73,131695.4802,0.0,0.0,0.0,1.2843376804,30208336.01
2018-10-01,31.095,,,,15.2,21.8,28.5,149.8,77771729.0,2.002507569299379,2018,10,4,30.858,31.39,32.45,31.114333333333335,31.983833333333333,32.28375,0.2665264214545437,,,,,3265.6400000000003,31.94,3.4687002547637413,0.0,0.0,18.169288555505357,1.235357137500399,,2558.1592573701837,False,False,False,-0.8660254037844386,0.5000000000000001,17363.461329059097,15.935935070681069,10.2585669038071,18661.73,171457.3131,0.0,0.0,0.0,1.146112912,30816136.5825
2018-11-01,31.94,,,,10.3,18.4,26.5,75.9,71570130.0,2.271209176230363,2018,11,4,31.095,30.858,31.39,31.297666666666668,31.798,32.23708333333334,0.568758589678752,,,,,1396.56,33.303,3.4946877247494945,0.0,0.0,18.08618838008896,1.2372703328685537,,1615.984145846261,False,False,False,-0.5000000000000004,0.8660254037844384,15978.880764895073,15.935935070681069,10.2585669038071,18661.73,157785.1276,0.0,0.0,0.0,1.1798848985000001,26675548.345
2018-12-01,33.303,,,,7.6,16.7,25.7,1.7,85485040.0,1.7121957479343757,2018,12,4,31.94,31.095,30.858,32.11266666666666,31.839333333333332,32.304,1.1140809366169726,,,,,28.389999999999997,35.835,3.535232813904031,0.0,0.0,18.26385195953554,1.2401818404143246,,1244.9113665601649,False,False,False,-2.4492935982947064e-16,1.0,19085.549535012524,15.935935070681069,10.2585669038071,18661.73,188462.253,0.0,0.0,0.0,1.1479572038,28957289.815999996
2019-01-01,35.835,,,,8.1,17.5,26.8,8.4,117594318.0,1.7690984440251611,2019,1,1,33.303,31.94,31.095,33.69266666666667,32.4035,32.581916666666665,1.9765212706503668,,,,,147.0,33.597,3.606448480134777,0.0,0.0,18.58275128443881,1.2450864614367634,,1411.7329638961864,False,False,True,0.4999999999999999,0.8660254037844387,27893.814243106433,19.9015045772116,11.19520329397189,19556.9,259251.0937,1.0,0.0,0.0,1.05532510275,38886667.935
2019-02-01,33.597,,,,9.6,19.7,29.9,1.1,91107301.0,1.7459053583422477,2019,2,1,35.835,33.303,31.94,34.245,32.77133333333333,32.67333333333333,1.3848046793681803,,,,,21.67,31.11,3.543766973102253,0.0,0.0,18.32754851269533,1.240783483268947,,1943.4053366122823,False,False,True,0.8660254037844386,0.5000000000000001,21610.994251310556,19.9015045772116,11.19520329397189,19556.9,200814.1693,1.0,0.0,0.0,0.971730327,41513994.885
2019-03-01,31.11,,,,10.8,21.4,31.9,0.1,105305016.0,2.0170846847409436,2019,3,1,33.597,35.835,33.303,33.514,32.81333333333333,32.5575,2.3635932391170895,,,,,2.14,31.11,3.4691675081014224,0.0,0.0,18.47237162079354,1.2353918665791213,,2432.5595080175244,False,False,True,1.0,6.123233995736766e-17,24978.74561567976,19.9015045772116,11.19520329397189,19556.9,232109.989,0.0,0.0,0.0,1.035709186,39072518.468
2019-04-01,31.11,,,,11.4,22.0,32.6,0.1,90528718.0,3.4796454535012855,2019,4,2,31.11,33.597,35.835,31.938999999999997,32.81583333333333,32.39983333333333,1.4358701194746084,,,,,2.2,51.857,3.4691675081014224,0.0,0.0,18.321177695345988,1.2353918665791213,,2622.50392091386,False,True,False,0.8660254037844387,-0.4999999999999998,21473.752188932856,19.9015045772116,11.19520329397189,19556.9,199581.6596,0.0,0.0,0.0,1.2347602825,35977564.86
2019-05-01,51.857,,,,14.5,24.4,34.3,6.0,69755021.0,3.487005817115301,2019,5,2,31.11,31.11,33.597,38.025666666666666,36.135333333333335,33.96666666666666,11.978286034877163,,,,,146.39999999999998,59.388,3.9675901538766016,0.0,0.0,18.06049997607387,1.26630089792175,,3477.937781158793,False,True,False,0.4999999999999999,-0.8660254037844387,16546.15317636341,19.9015045772116,11.19520329397189,19556.9,153783.4973,1.0,0.0,0.0,1.332140524,36394927.837500006
