PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
3.4804974094858654,0.49409415120183064,3.542822885324552,0.8929916653198441,-2.8974537758334025,-0.7833993525825407,0.018511063488910375,0.3926166322016491,0.20673288986670718,0.625633594593722
5.430516730328527,-0.25979875825236926,3.7321911401197654,0.7622308984049913,-3.276982724415348,-0.7548113384567846,-0.39807445354744314,-0.4857682401512519,-0.3293563223529937,0.29004471418764083
7.211952392385071,-0.2699106956068028,2.5956865464856334,1.9289072105339333,-2.618333250270751,-1.5619130077425871,-0.3114383457065987,-1.5557830803837764,1.1764328397977912,-0.36780271115738805
7.6344805908900195,0.5784311010173224,-0.590990375421039,3.0052296187128302,-0.822211114858377,-0.12681216225894232,-1.0733257704170285,-2.2639171641780718,0.5836488463603668,0.16387328485389116
6.829105007417044,1.274972768088121,-1.9722360424905008,2.4401234553669067,-1.1653072204165416,1.6440894363453207,-2.2189863476151346,0.4585084839190129,-0.0978474651737787,-0.7644963474278078
5.002875760911065,1.9832620540856984,-2.201692952967512,1.2697328684435925,-1.6091124714648402,2.4244767494138353,-2.336095646842171,1.155789658475561,-0.8304301597733452,-0.8884707299430425
1.954488308021518,2.3513501565484347,-2.2563694014430244,-0.3180085594546753,-1.9136395554172296,2.2682771034514455,-1.4007583005121065,0.0788780640826956,-0.04953168280499147,-0.5034884972088924
-0.03608389857423183,2.5241753507073543,-1.876118529377694,-0.6655615581607313,-1.9802984551544558,1.0774453898900442,-0.6624484412217508,-0.024343685464520034,0.1309124935367983,-0.19484936552087906
-1.8361188730843065,3.1908887495387677,-2.0319561835393833,-0.46544563467841454,-1.4098437942155948,0.6180873577775386,0.15966153010949238,-0.5590222475897306,1.3055679747428244,0.4770596943863007
-3.274162418968365,3.5841415571356654,1.1960584620780739,1.6369103076636522,0.7159947995631563,0.906824153372345,-0.8487957897523768,-0.24114734315468211,1.1130477663556193,0.7256425505267964
-3.1914258328798684,1.9955783047291757,1.4515693411985073,0.923354005698958,0.542031283495662,1.005018997228878,-1.5020723841960975,0.20517755940101384,0.3393885799359332,-0.5516903436251317
-2.4881848945624596,1.4138231007071318,2.2964157104951077,0.6091128721926368,0.5266083269472247,1.554929666644611,-1.1473155413965528,0.4040963503129057,-0.3572648229498002,0.9805334326902827
-0.86995090521503,-0.17310357419294187,2.2484097450890728,-0.5919891666417605,-1.216038240843881,1.328229733909636,-0.28060853331645724,1.274445436409146,1.2491555540836854,1.0109209690398135
-0.239024545529801,-1.9222683420274684,2.303654306538436,-1.2881043539840316,-1.0593091608758427,1.6876579367109703,-0.495917069778265,-0.1508897021176269,0.42621233698760347,0.9822709650705322
1.2560572963698184,-3.483286334360767,2.23935039600548,-1.4928107435404394,-0.981742292090882,1.3489676418911938,-0.6323446991247872,-0.7710253133216799,-0.23398516262590208,0.4248768004671319
4.366459213254826,-1.6493001195686336,-0.09799695799855712,-0.12565607443161528,1.7543522472802375,-0.857797092540116,0.5748914126047857,2.3082436249265625,-0.8749633531832043,-0.4358897210496193
3.9876011618742835,-1.3035932326086792,-0.9013461323795985,1.6187940642816883,-0.0955655285298363,-0.6009960100134927,-0.31876003534395536,1.6444755110911111,-0.4676664305834751,1.0389750924203884
3.912572687537782,0.3472041910688003,-0.8443015716840838,-0.5185610312697927,1.5734386393495632,0.2820249431724698,1.087176278743191,-1.0060121320031108,-1.0136275680909161,1.1610217862610785
3.027641283156236,2.177504280289856,-1.8491578538985958,-1.0061347200999753,0.6463862645230066,0.47817299233539523,1.1592546850446241,-0.1840859277806103,0.06657272156497199,0.2427521554438105
1.3217206476485384,3.1560765168258667,-1.578863045113085,-1.7484202665048965,-0.304390765626512,0.28176790639293997,0.995477747895957,0.4659050511205743,-0.5561611891985613,-0.6254480743401604
-1.4860929430803982,3.5727041796954477,-2.8629154099980623,0.06599217602517518,-1.6063153765959168,0.2812008678004303,-0.08863499811152631,1.5343889233716963,1.1903480260654467,-0.7481466749963565
-2.4079070973258583,4.430519297703311,1.3595297073121315,0.1423197905378142,2.323400368127565,0.4744961021559969,0.4503024566066845,1.0889991399400691,0.3407188665456996,-0.6300769679222648
-1.6096246144177062,2.239100378761119,2.7807677818321115,-0.7458831933833445,2.2852646192161497,0.5345975232666165,0.4831461445074976,0.4850079371864649,-0.6830363267726132,-0.09445514544371465
0.37774693736971277,0.06087121760257188,3.196606843297621,-2.2029353147828137,0.5438679759805322,0.4058994399322822,1.3091037888227361,0.8313617345952071,0.44916825345108197,0.272265428455176
2.260964146256899,-1.7140955458510214,3.6064139116442506,-2.688317251468781,0.0881909535055393,0.4334918335262897,0.7639807287242993,0.29192349322821426,-0.7156174111252102,-0.024935470158370256
4.503067429800685,-2.1700713953627417,2.772677030391035,-1.5376757538450416,0.4024502917688546,-0.6565310357701934,0.769280101948997,0.6317574407869331,0.18263738625132836,-0.5451543115439041
5.79948002402342,-1.0111657561992395,-0.5456634832047227,0.8614289788232069,2.3154649194969865,-1.1404755617950255,0.573135841120169,0.7550861519982794,0.5734244674781344,-0.5027027939741576
5.455326032094792,-0.09043064283283686,-0.6821902854642671,0.37064481355068146,2.137141127955418,-0.5122534855769224,0.8899868774546592,-0.8246911551488674,0.10846890733579952,-0.00914516114348883
5.527599516660363,0.5955248972511701,-1.1832062705383675,0.012856806416218986,1.980545271624643,0.3744854711413579,0.7060532927156628,-0.9426684102965841,-0.15965655618221428,0.38123095353626557
3.453630870440081,3.10980389319227,-0.6501512511573306,-1.416734316272621,-0.01769352231179187,0.3391579915925734,1.4610306195762148,-1.2755514774752763,-0.4511194214762534,0.9376530065023013
2.553020090261028,3.3915161863204615,-0.787910311443236,-1.8099585269115297,-0.6381706827535973,0.14206775180235065,0.9555457662650311,0.15142224285056094,-0.9971968054035669,-0.3614235138315865
1.3890786549123046,4.018220501924746,-1.0019318766778913,-1.6846956145148302,-0.559643753802133,-0.539025166028367,1.2049004275474269,0.5362487993042346,-0.21231550473372765,-1.1972317434185937
-0.06879987075305959,4.944681846846509,2.332871208260301,0.6882853398565097,1.9777623878452932,-0.4212063767616483,0.792213129509713,0.025578192494060122,0.4219942284202502,-0.226173101921057
0.5392160127247733,3.16873752942224,3.1089426518205805,0.2143086968797166,1.647253503525425,-1.0386845414776464,0.41943130619478525,-0.28065062026884185,-0.3090579511063532,-0.8848991574781041
1.3331029704311488,3.110271045194178,3.7422069663968967,0.11320505543930098,1.461593486290034,-0.6031229257064395,0.5788170523983726,-0.09963832279257036,-0.7562535087488588,0.039165523250028374
2.879042155130412,1.1716007448227042,3.6695460608360895,-1.4371909755466752,-0.29949178063424403,-0.3804250277012193,0.9841801464149721,-0.2734063588909175,0.7012412468280604,-0.5449190217253858
4.3156016113385665,0.011233749491408035,3.591468713938218,-1.7167331233809586,-0.18216388329640013,0.23241179884288532,0.7037392022036421,-0.9496017793053482,0.2845698867898941,-0.10090154913564567
5.638090393767958,-0.4319726740707378,1.7556471262600726,-0.5185971804052453,0.9924162511333408,0.34685298670096737,0.5199041413040549,-0.5876147407828828,2.0049927733699513,-0.4336322751122989
5.040546286276341,0.6100485173395825,-0.5590130340146509,-0.09913538669741796,1.8203046216207261,0.733395250129099,-0.00011886529381361966,-0.23963481048728516,0.16699158799923436,-0.511850416012119
4.58137294137795,0.7969718450806748,-1.3862731385550837,-0.4874393608613243,2.0162242073375607,1.5802148591383256,-0.22735356275462226,0.4151016043540555,-0.014003755830436485,-0.5367750472435996
3.6438868101699335,0.4355920786163116,-1.837239992675021,-1.0707735406096577,2.43202906148698,2.0096228721752003,-0.12147282002161912,-0.029879178973094604,-0.04990558600066495,-0.17241299590556172
1.0642762532524312,2.3586639332562753,-1.0993414952898493,-2.697853121171437,0.5865473093599708,1.5114140388789068,0.8728499457476863,-0.08454917639280661,-0.5275733072341944,0.5009699683170921
0.6001618571136712,1.874825004679462,-1.4034286998553738,-5.483019211145907,1.3522035075181151,-3.100235089364099,-3.955055897218395,-0.20943471763400626,0.2720695591801075,0.6889692832439995
-0.20003632764266188,1.545553464825525,-1.3337779093993614,-5.725386430143635,1.4660146230037432,-3.24325446380591,-3.898127495088582,-0.047987334406032506,0.36974779642322675,0.5720738633770907
