date,produccion_tons,precio_productor_ton,rendimiento,superficie_cosechada,superficie_sembrada,precio_productor_kg,month,year,month_sin,month_cos
1998-01-01,960.8046365521492,3381.515,7.98,590.0,595.0,3.381515,1,1998,0.49999999999999994,0.8660254037844387
1998-02-01,1111.7157305511769,3381.515,7.98,590.0,595.0,3.381515,2,1998,0.8660254037844386,0.5000000000000001
1998-03-01,203.73528677916528,3381.515,7.98,590.0,595.0,3.381515,3,1998,1.0,6.123233995736766e-17
1998-04-01,64.33000651906544,3381.515,7.98,590.0,595.0,3.381515,4,1998,0.8660254037844387,-0.49999999999999983
1998-05-01,85.3045707589735,3381.515,7.98,590.0,595.0,3.381515,5,1998,0.49999999999999994,-0.8660254037844387
1998-06-01,78.42103479377685,3381.515,7.98,590.0,595.0,3.381515,6,1998,1.2246467991473532e-16,-1.0
1998-07-01,81.90034738581602,3381.515,7.98,590.0,595.0,3.381515,7,1998,-0.4999999999999998,-0.8660254037844388
1998-08-01,68.55109332334295,3381.515,7.98,590.0,595.0,3.381515,8,1998,-0.8660254037844384,-0.5000000000000004
1998-09-01,55.231874948422565,3381.515,7.98,590.0,595.0,3.381515,9,1998,-1.0,-1.8369701987210297e-16
1998-10-01,58.06273850026204,3381.515,7.98,590.0,595.0,3.381515,10,1998,-0.8660254037844386,0.5000000000000001
1998-11-01,1172.908616775678,3381.515,7.98,590.0,595.0,3.381515,11,1998,-0.5000000000000004,0.8660254037844384
1998-12-01,1044.034063112171,3381.515,7.98,590.0,595.0,3.381515,12,1998,-2.4492935982947064e-16,1.0
1999-01-01,1169.3748643150657,4659.45,9.05,604.0,606.0,4.65945,1,1999,0.49999999999999994,0.8660254037844387
1999-02-01,1175.9087235575505,4659.45,9.05,604.0,606.0,4.65945,2,1999,0.8660254037844386,0.5000000000000001
1999-03-01,288.48652105864096,4659.45,9.05,604.0,606.0,4.65945,3,1999,1.0,6.123233995736766e-17
1999-04-01,53.78482269032017,4659.45,9.05,604.0,606.0,4.65945,4,1999,0.8660254037844387,-0.49999999999999983
1999-05-01,61.33852085104304,4659.45,9.05,604.0,606.0,4.65945,5,1999,0.49999999999999994,-0.8660254037844387
1999-06-01,53.53470023466709,4659.45,9.05,604.0,606.0,4.65945,6,1999,1.2246467991473532e-16,-1.0
1999-07-01,45.10462962083524,4659.45,9.05,604.0,606.0,4.65945,7,1999,-0.4999999999999998,-0.8660254037844388
1999-08-01,65.18946280977718,4659.45,9.05,604.0,606.0,4.65945,8,1999,-0.8660254037844384,-0.5000000000000004
1999-09-01,49.298192150897926,4659.45,9.05,604.0,606.0,4.65945,9,1999,-1.0,-1.8369701987210297e-16
1999-10-01,52.66210321485099,4659.45,9.05,604.0,606.0,4.65945,10,1999,-0.8660254037844386,0.5000000000000001
1999-11-01,1493.793127880337,4659.45,9.05,604.0,606.0,4.65945,11,1999,-0.5000000000000004,0.8660254037844384
1999-12-01,1056.5243316160145,4659.45,9.05,604.0,606.0,4.65945,12,1999,-2.4492935982947064e-16,1.0
2000-01-01,1218.1116892355467,5072.495,8.82,619.0,654.0,5.072495,1,2000,0.49999999999999994,0.8660254037844387
2000-02-01,1124.8402673245225,5072.495,8.82,619.0,654.0,5.072495,2,2000,0.8660254037844386,0.5000000000000001
2000-03-01,301.92721585578164,5072.495,8.82,619.0,654.0,5.072495,3,2000,1.0,6.123233995736766e-17
2000-04-01,73.05711052960305,5072.495,8.82,619.0,654.0,5.072495,4,2000,0.8660254037844387,-0.49999999999999983
2000-05-01,80.53855679047346,5072.495,8.82,619.0,654.0,5.072495,5,2000,0.49999999999999994,-0.8660254037844387
2000-06-01,64.31003739875675,5072.495,8.82,619.0,654.0,5.072495,6,2000,1.2246467991473532e-16,-1.0
2000-07-01,79.02091578991283,5072.495,8.82,619.0,654.0,5.072495,7,2000,-0.4999999999999998,-0.8660254037844388
2000-08-01,78.34861352658918,5072.495,8.82,619.0,654.0,5.072495,8,2000,-0.8660254037844384,-0.5000000000000004
2000-09-01,74.24614097878707,5072.495,8.82,619.0,654.0,5.072495,9,2000,-1.0,-1.8369701987210297e-16
2000-10-01,96.26741352013325,5072.495,8.82,619.0,654.0,5.072495,10,2000,-0.8660254037844386,0.5000000000000001
2000-11-01,1280.1968585775198,5072.495,8.82,619.0,654.0,5.072495,11,2000,-0.5000000000000004,0.8660254037844384
2000-12-01,742.1351804723737,5072.495,8.82,619.0,654.0,5.072495,12,2000,-2.4492935982947064e-16,1.0
2001-01-01,1092.548600026074,6027.33,8.434999999999999,614.5,628.0,6.02733,1,2001,0.49999999999999994,0.8660254037844387
2001-02-01,1081.8013923197145,6027.33,8.434999999999999,614.5,628.0,6.02733,2,2001,0.8660254037844386,0.5000000000000001
2001-03-01,91.42745280914222,6027.33,8.434999999999999,614.5,628.0,6.02733,3,2001,1.0,6.123233995736766e-17
2001-04-01,16.943903125065148,6027.33,8.434999999999999,614.5,628.0,6.02733,4,2001,0.8660254037844387,-0.49999999999999983
2001-05-01,13.070440742558068,6027.33,8.434999999999999,614.5,628.0,6.02733,5,2001,0.49999999999999994,-0.8660254037844387
2001-06-01,14.390764820622312,6027.33,8.434999999999999,614.5,628.0,6.02733,6,2001,1.2246467991473532e-16,-1.0
2001-07-01,14.505909362313963,6027.33,8.434999999999999,614.5,628.0,6.02733,7,2001,-0.4999999999999998,-0.8660254037844388
2001-08-01,14.747712899866423,6027.33,8.434999999999999,614.5,628.0,6.02733,8,2001,-0.8660254037844384,-0.5000000000000004
2001-09-01,14.448337091468137,6027.33,8.434999999999999,614.5,628.0,6.02733,9,2001,-1.0,-1.8369701987210297e-16
2001-10-01,21.55966398634439,6027.33,8.434999999999999,614.5,628.0,6.02733,10,2001,-0.8660254037844386,0.5000000000000001
2001-11-01,1389.4526389293812,6027.33,8.434999999999999,614.5,628.0,6.02733,11,2001,-0.5000000000000004,0.8660254037844384
2001-12-01,1169.3031838874492,6027.33,8.434999999999999,614.5,628.0,6.02733,12,2001,-2.4492935982947064e-16,1.0
2002-01-01,983.0404688733537,5323.585,8.559999999999999,625.5,694.2,5.3235850000000005,1,2002,0.49999999999999994,0.8660254037844387
2002-02-01,705.2776080614883,5323.585,8.559999999999999,625.5,694.2,5.3235850000000005,2,2002,0.8660254037844386,0.5000000000000001
2002-03-01,934.8843846036082,5323.585,8.559999999999999,625.5,694.2,5.3235850000000005,3,2002,1.0,6.123233995736766e-17
2002-04-01,877.1970279218776,5323.585,8.559999999999999,625.5,694.2,5.3235850000000005,4,2002,0.8660254037844387,-0.49999999999999983
2002-05-01,10.048570782661484,5323.585,8.559999999999999,625.5,694.2,5.3235850000000005,5,2002,0.49999999999999994,-0.8660254037844387
2002-06-01,7.368805439277947,5323.585,8.559999999999999,625.5,694.2,5.3235850000000005,6,2002,1.2246467991473532e-16,-1.0
2002-07-01,6.320427389980772,5323.585,8.559999999999999,625.5,694.2,5.3235850000000005,7,2002,-0.4999999999999998,-0.8660254037844388
2002-08-01,7.338846074180866,5323.585,8.559999999999999,625.5,694.2,5.3235850000000005,8,2002,-0.8660254037844384,-0.5000000000000004
2002-09-01,6.899442052757018,5323.585,8.559999999999999,625.5,694.2,5.3235850000000005,9,2002,-1.0,-1.8369701987210297e-16
2002-10-01,488.2046315013829,5323.585,8.559999999999999,625.5,694.2,5.3235850000000005,10,2002,-0.8660254037844386,0.5000000000000001
2002-11-01,740.0386604672283,5323.585,8.559999999999999,625.5,694.2,5.3235850000000005,11,2002,-0.5000000000000004,0.8660254037844384
2002-12-01,659.3311268322028,5323.585,8.559999999999999,625.5,694.2,5.3235850000000005,12,2002,-2.4492935982947064e-16,1.0
2003-01-01,649.9100361897703,6100.870382182986,8.437035829572647,616.0,680.7,6.100870382182986,1,2003,0.49999999999999994,0.8660254037844387
2003-02-01,638.6879649475661,6100.870382182986,8.437035829572647,616.0,680.7,6.100870382182986,2,2003,0.8660254037844386,0.5000000000000001
2003-03-01,810.0512457708854,6100.870382182986,8.437035829572647,616.0,680.7,6.100870382182986,3,2003,1.0,6.123233995736766e-17
2003-04-01,840.1907752532939,6100.870382182986,8.437035829572647,616.0,680.7,6.100870382182986,4,2003,0.8660254037844387,-0.49999999999999983
2003-05-01,9.628510620459865,6100.870382182986,8.437035829572647,616.0,680.7,6.100870382182986,5,2003,0.49999999999999994,-0.8660254037844387
2003-06-01,5.155585334366257,6100.870382182986,8.437035829572647,616.0,680.7,6.100870382182986,6,2003,1.2246467991473532e-16,-1.0
2003-07-01,5.109053717616008,6100.870382182986,8.437035829572647,616.0,680.7,6.100870382182986,7,2003,-0.4999999999999998,-0.8660254037844388
2003-08-01,7.841608186079238,6100.870382182986,8.437035829572647,616.0,680.7,6.100870382182986,8,2003,-0.8660254037844384,-0.5000000000000004
2003-09-01,5.283400028477702,6100.870382182986,8.437035829572647,616.0,680.7,6.100870382182986,9,2003,-1.0,-1.8369701987210297e-16
2003-10-01,763.0114625351767,6100.870382182986,8.437035829572647,616.0,680.7,6.100870382182986,10,2003,-0.8660254037844386,0.5000000000000001
2003-11-01,555.7871776445407,6100.870382182986,8.437035829572647,616.0,680.7,6.100870382182986,11,2003,-0.5000000000000004,0.8660254037844384
2003-12-01,862.5431797717674,6100.870382182986,8.437035829572647,616.0,680.7,6.100870382182986,12,2003,-2.4492935982947064e-16,1.0
2004-01-01,722.8809697857007,5823.271262794244,8.849176574627217,478.7,600.2,5.823271262794243,1,2004,0.49999999999999994,0.8660254037844387
2004-02-01,598.1427288391451,5823.271262794244,8.849176574627217,478.7,600.2,5.823271262794243,2,2004,0.8660254037844386,0.5000000000000001
2004-03-01,1001.8867093712181,5823.271262794244,8.849176574627217,478.7,600.2,5.823271262794243,3,2004,1.0,6.123233995736766e-17
2004-04-01,732.168110737246,5823.271262794244,8.849176574627217,478.7,600.2,5.823271262794243,4,2004,0.8660254037844387,-0.49999999999999983
2004-05-01,4.714769226394084,5823.271262794244,8.849176574627217,478.7,600.2,5.823271262794243,5,2004,0.49999999999999994,-0.8660254037844387
2004-06-01,5.887332201655479,5823.271262794244,8.849176574627217,478.7,600.2,5.823271262794243,6,2004,1.2246467991473532e-16,-1.0
2004-07-01,4.0672491515647735,5823.271262794244,8.849176574627217,478.7,600.2,5.823271262794243,7,2004,-0.4999999999999998,-0.8660254037844388
2004-08-01,1.7656852344737066,5823.271262794244,8.849176574627217,478.7,600.2,5.823271262794243,8,2004,-0.8660254037844384,-0.5000000000000004
2004-09-01,5.48224907167859,5823.271262794244,8.849176574627217,478.7,600.2,5.823271262794243,9,2004,-1.0,-1.8369701987210297e-16
2004-10-01,184.24988904093402,5823.271262794244,8.849176574627217,478.7,600.2,5.823271262794243,10,2004,-0.8660254037844386,0.5000000000000001
2004-11-01,412.65996858068615,5823.271262794244,8.849176574627217,478.7,600.2,5.823271262794243,11,2004,-0.5000000000000004,0.8660254037844384
2004-12-01,559.7143387593029,5823.271262794244,8.849176574627217,478.7,600.2,5.823271262794243,12,2004,-2.4492935982947064e-16,1.0
2005-01-01,344.37938230423924,6932.80823142736,8.137396232443322,727.4300000000001,1384.53,6.93280823142736,1,2005,0.49999999999999994,0.8660254037844387
2005-02-01,438.7440124672722,6932.80823142736,8.137396232443322,727.4300000000001,1384.53,6.93280823142736,2,2005,0.8660254037844386,0.5000000000000001
2005-03-01,574.0254897385346,6932.80823142736,8.137396232443322,727.4300000000001,1384.53,6.93280823142736,3,2005,1.0,6.123233995736766e-17
2005-04-01,563.8952854845941,6932.80823142736,8.137396232443322,727.4300000000001,1384.53,6.93280823142736,4,2005,0.8660254037844387,-0.49999999999999983
2005-05-01,485.0660697587737,6932.80823142736,8.137396232443322,727.4300000000001,1384.53,6.93280823142736,5,2005,0.49999999999999994,-0.8660254037844387
2005-06-01,378.57898530436796,6932.80823142736,8.137396232443322,727.4300000000001,1384.53,6.93280823142736,6,2005,1.2246467991473532e-16,-1.0
2005-07-01,462.3200565387756,6932.80823142736,8.137396232443322,727.4300000000001,1384.53,6.93280823142736,7,2005,-0.4999999999999998,-0.8660254037844388
2005-08-01,429.4286595978998,6932.80823142736,8.137396232443322,727.4300000000001,1384.53,6.93280823142736,8,2005,-0.8660254037844384,-0.5000000000000004
