date,precio_promedio,cosecha_tons,embarques_tons,tipo_cambio,temp_min_c,temp_avg_c,temp_max_c,precipitation_mm,importaciones_kg,precio_importacion_usd,year,month,quarter,precio_lag1,precio_lag2,precio_lag3,precio_ma3,precio_ma6,precio_ma12,precio_std3,ratio_oferta_demanda,balance_oferta_demanda,precio_importacion_mxn,diferencial_precio_mx_us,temp_precip_interaction,precio_proximo_mes,precio_promedio_log,cosecha_tons_log,embarques_tons_log,importaciones_kg_log,precio_promedio_boxcox,tipo_cambio_boxcox,temp_avg_c_boxcox,temp_loca,temp_marcena,temp_normal,month_sin,month_cos
2023-11-01,44.995,85148.0,85148.0,17.381104999999998,13.1,20.5,27.9,18.5,93669621.0,2.335533555751229,2023,11,4,55.56999999999999,63.49,67.775,54.685,57.38499999999999,48.65966666666666,9.279206593238397,0.9999882558808677,0.0,40.59415396353546,4.400846036464536,379.25,32.725,3.8285326949291205,11.352157942040664,11.352157942040664,18.35528448973359,1.258803940236273,1919.8445670609044,2164.7415859143057,False,False,False,-0.5000000000000004,0.8660254037844384
2023-12-01,32.725,,,17.182312096774194,10.4,17.1,23.7,37.6,103655740.0,2.3318994490801956,2023,12,4,44.995,55.56999999999999,63.49,44.43,55.4675,48.08083333333334,11.432975334531191,,,40.06742411239172,-7.342424112391718,642.96,38.02,3.5182394020938195,0.0,0.0,18.456585783638282,1.2389723167063633,1858.8051052397395,1326.622875082936,False,False,False,-2.4492935982947064e-16,1.0
2024-01-01,38.02,128836.0,110868.0,17.065655645161293,8.9,17.4,25.9,0.9,121201579.0,2.427722430909914,2024,1,1,32.725,44.995,55.56999999999999,38.58,50.429166666666674,47.94,6.154138851212134,1.1620561202861035,17968.0,41.430675007942476,-3.410675007942473,15.659999999999998,40.895,3.6640743351949654,11.766303318479848,11.616104603153248,18.61296566781815,1.2488679755716707,1823.5923905005452,1390.1333605137984,False,False,True,0.49999999999999994,0.8660254037844387
2024-03-01,40.895,148799.0,128020.0,16.775066129032258,10.7,20.7,30.7,0.0,116958861.0,2.8900051446294435,2024,3,1,38.02,32.725,44.995,37.21333333333334,45.94916666666666,48.739583333333336,4.144304324411029,1.162301497410581,20779.0,48.48002741440235,-7.585027414402347,0.0,49.47,3.73516648806525,11.910358401381128,11.759949591944974,18.577332824096246,1.2533137143300985,1737.8081089232373,2222.512592953855,False,False,True,1.0,6.123233995736766e-17
2024-04-01,49.47,123103.0,97036.0,16.816926666666667,13.2,22.7,32.2,0.2,101092045.0,3.23789578101818,2024,4,2,40.895,38.02,32.725,42.79500000000001,43.612500000000004,49.53375,5.956771357035496,1.2686191864958727,26067.0,54.45145590369212,-4.981455903692122,4.54,54.515,3.921379100352171,11.720784805552022,11.482847628053488,18.431542006316068,1.2638956775695904,1749.9969675653058,2855.9506403853256,False,True,False,0.8660254037844387,-0.49999999999999983
2024-05-01,54.515,81763.0,66527.0,16.790279032258063,16.1,25.7,35.3,5.1,71738113.0,3.297603604376937,2024,5,2,49.47,40.895,38.02,48.29333333333333,43.43666666666667,50.13333333333333,6.885819365430066,1.2290013227513228,15236.0,55.3676846552687,-0.8526846552686962,131.07,67.125,4.016653254506229,11.311592327919868,11.10537819065774,18.08853274034453,1.2687650341401882,1742.2312329066995,4008.4609746892866,False,True,False,0.49999999999999994,-0.8660254037844387
2024-06-01,67.125,75911.0,57976.0,18.180229999999998,18.5,25.8,33.1,127.3,46599615.0,4.097741344000374,2024,6,2,54.515,49.47,40.895,57.03666666666666,47.125,52.254999999999995,9.093616350678728,1.309329561722752,17935.0,74.49788011443592,-7.372880114435915,3284.34,72.145,4.221344252983408,11.237330053653594,10.967801659156992,17.657102858718574,1.2781217045218465,2178.6243541758095,4051.3085672555662,False,True,False,1.2246467991473532e-16,-1.0
2024-07-01,72.145,50083.0,44164.0,18.10151612903226,18.0,23.6,29.2,299.4,48980804.0,4.04135285325247,2024,7,3,67.125,54.515,49.47,64.59499999999998,53.695,54.58124999999999,9.08322079440976,1.133997509339975,5919.0,73.15461385626013,-1.0096138562601311,7065.84,65.21000000000001,4.292443772430049,10.821456874788838,10.695687899179232,17.706939044632943,1.2810501772532308,2152.1658384421794,3175.342337660788,True,False,False,-0.4999999999999998,-0.8660254037844388
2024-08-01,65.21000000000001,72634.0,62074.0,19.133840860215056,17.5,23.6,29.7,239.4,73957532.0,4.341809269676549,2024,8,3,72.145,67.125,54.515,68.16000000000001,58.22666666666666,54.32791666666666,3.5814766507681868,1.1701006846556585,10560.0,83.07548761139765,-17.86548761139764,5649.84,69.39500000000001,4.192831508936755,11.193202178306985,11.036098610376367,18.11900160805884,1.2769027757507523,2516.4881111932777,3175.342337660788,True,False,False,-0.8660254037844384,-0.5000000000000004
2024-09-01,69.39500000000001,106582.0,99800.0,19.605119444444444,18.0,23.9,29.8,224.1,85292985.0,3.4110801140328246,2024,9,3,65.21000000000001,72.145,67.125,68.91666666666667,62.97666666666667,54.462916666666665,3.4921566879696324,1.06794521096983,6782.0,66.8746330701827,2.520366929817314,5355.99,64.76,4.2541222379144905,11.576679303324774,11.510933482289435,18.261602781648456,1.27949117166478,2695.5725400820806,3286.7257279619676,True,False,False,-1.0,-1.8369701987210297e-16
2024-10-01,64.76,116365.0,100279.0,19.68113064516129,14.5,22.0,29.5,45.6,109847021.0,3.187964833384057,2024,10,4,69.39500000000001,65.21000000000001,72.145,66.45500000000001,65.525,54.56875,2.556036971563157,1.16040087754288,16086.0,62.74275237801147,2.0172476219885382,1003.2,50.405,4.186011750747925,11.664495675391134,11.515721552272229,18.51459924673238,1.2766073492529761,2725.2250543446125,2622.50392091386,False,False,False,-0.8660254037844386,0.5000000000000001
2024-11-01,50.405,99912.0,88323.0,20.320893888888886,13.0,21.3,29.6,5.7,96437946.0,3.1455830363703514,2024,11,4,64.76,69.39500000000001,65.21000000000001,61.52000000000001,64.83999999999999,54.13833333333334,9.9009204117596,1.1311987681717313,11589.0,63.92105910077082,-13.516059100770818,121.41000000000001,47.155,3.9397354439946817,11.512055086300585,11.38876715034044,18.384410323203287,1.264861081675877,2983.4193306507127,2401.797652908527,False,False,False,-0.5000000000000004,0.8660254037844384
2024-12-01,47.155,119649.0,103809.0,20.25092365591398,10.7,19.3,27.9,1.8,87885284.0,3.3254278953004235,2024,12,4,50.405,64.76,69.39500000000001,54.10666666666666,61.51166666666666,54.318333333333335,9.368071217349456,1.152576823042096,15840.0,67.34298643097559,-20.187986430975585,34.74,54.06,3.8744249750128277,11.692326093336519,11.55031758418729,18.29154294249809,1.2613649677674679,2954.4230659511722,1838.4775329694287,False,False,False,-2.4492935982947064e-16,1.0
2025-01-01,54.06,126694.0,103767.0,20.564517741935482,9.9,18.2,26.5,7.3,117830368.0,4.044349025541531,2025,1,1,47.155,50.405,64.76,50.54,58.4975,56.09625,3.4544789766328026,1.220935163056048,22927.0,83.1700872903283,-29.110087290328295,132.85999999999999,53.52,4.008423499714461,11.749537902231403,11.549912917020508,18.584756597314936,1.2683580018511065,3085.8510367489357,1569.0436653696997,False,False,True,0.49999999999999994,0.8660254037844387
2025-02-01,53.52,99841.0,81891.0,20.459160714285712,10.7,20.2,29.7,0.9,77544507.0,3.918963415422836,2025,2,1,54.06,47.155,50.405,51.57833333333334,56.54916666666667,57.387916666666676,3.840222432793616,1.219178918575685,17950.0,80.17870234954184,-26.658702349541834,18.18,62.80500000000001,3.998567606828332,11.511344215453898,11.31315658497247,18.166362626252486,1.2678672285222319,3041.2721121706595,2079.9248559744337,False,False,True,0.8660254037844386,0.5000000000000001
2025-03-01,62.80500000000001,136888.0,111635.0,20.235451612903226,10.7,21.0,31.2,0.0,99383623.0,4.148927535072856,2025,3,1,53.52,54.06,47.155,56.79500000000001,55.45083333333333,59.213750000000005,5.211811105556092,1.2261994338743774,25253.0,83.95542238140862,-21.150422381408617,0.0,62.845,4.15583155718594,11.826925657427365,11.622998857556558,18.414497909563334,1.275281691159612,2948.0366605641866,2311.0281537810206,False,False,True,1.0,6.123233995736766e-17
2025-04-01,62.845,85723.0,68103.0,20.039089999999998,12.6,22.5,32.3,0.0,73236881.0,4.098822217729343,2025,4,2,62.80500000000001,53.52,54.06,59.723333333333336,55.13166666666667,60.32833333333334,5.372281483069461,1.2587072712322331,17620.0,82.1366673150779,-19.291667315077902,0.0,69.535,4.156458270876644,11.358888112054567,11.128791227563893,18.109209704499527,1.27530952531708,2867.778319504559,2787.932465880282,False,True,False,0.8660254037844387,-0.49999999999999983
2025-05-01,69.535,81064.0,63753.0,19.448234946236557,16.2,24.8,33.4,29.2,69777715.0,3.8308236376040687,2025,5,2,62.845,62.80500000000001,53.52,65.06166666666667,58.31999999999999,61.580000000000005,3.8740719318735883,1.271512375694074,17311.0,74.50275814172049,-4.967758141720495,724.16,70.94,4.256109040526465,11.303006580984169,11.06278720615032,18.060825261745542,1.2795731042465766,2635.0490966945713,3635.9909188243173,False,True,False,0.49999999999999994,-0.8660254037844387
2025-06-01,70.94,75678.0,62222.0,19.03079222222222,18.5,24.4,30.3,231.4,63660039.0,3.5824860396331206,2025,6,2,69.535,62.845,62.80500000000001,67.77333333333333,62.28416666666667,61.897916666666674,4.325489375010719,1.2162383684489657,13456.0,68.17754745926968,2.7624525407303224,5646.16,58.635000000000005,4.275832438267478,11.234255990107805,11.038479985296988,17.96906760815607,1.280379884203499,2478.4120146038035,3477.937781158793,False,True,False,1.2246467991473532e-16,-1.0
2025-07-01,58.635000000000005,74122.0,64535.0,18.6856,17.3,23.3,29.3,180.8,71427963.0,2.919173839522765,2025,7,3,70.94,69.535,62.845,66.37,63.046666666666674,60.77208333333334,6.735441707861289,1.1485372505268376,9587.0,54.54651469578658,4.088485304213428,4212.64,53.04,4.088242650030632,11.213481154485768,11.07497848661681,18.084200003294992,1.2722018375000623,2353.652142252652,3066.4357116777514,True,False,False,-0.4999999999999998,-0.8660254037844388
2025-08-01,53.04,107104.0,93907.0,18.705890322580647,17.1,23.3,29.5,207.2,83998507.0,2.32533704438342,2025,8,3,58.635000000000005,70.94,69.535,60.87166666666667,62.96666666666667,59.75791666666667,9.157210728891812,1.140520509434766,13197.0,43.497499715270095,9.542500284729904,4827.76,47.175,3.989724513091998,11.581564940686917,11.450070858585399,18.24630959474508,1.2674237919355082,2360.8675651675426,3066.4357116777514,True,False,False,-0.8660254037844384,-0.5000000000000004
2025-09-01,47.175,99557.0,87966.0,18.48426,17.9,23.9,29.8,208.3,94283782.0,2.0306193805420323,2025,9,3,53.04,58.635000000000005,70.94,52.949999999999996,60.36166666666667,57.90625000000001,5.730530080193173,1.1317539531869907,11591.0,37.53449659097787,9.64050340902213,4978.37,43.095,3.87484021430043,11.508495667890843,11.38471702313026,18.36181976038631,1.2613877405954346,2282.844970532678,3286.7257279619676,True,False,False,-1.0,-1.8369701987210297e-16
2025-10-01,43.095,119372.0,103725.0,18.426267741935483,,,,,113535237.0,1.9613121695425713,2025,10,4,47.175,53.04,58.635000000000005,47.77,57.07,56.10083333333333,4.999127423861009,1.1508397123189942,15647.0,36.13966316150778,6.955336838492222,,36.614999999999995,3.786346397340144,11.69000832371598,11.549508086031915,18.54762381366119,1.2563707618162037,2262.7156905227434,,False,False,False,-0.8660254037844386,0.5000000000000001
2025-11-01,36.614999999999995,146576.0,127451.0,18.417576666666665,,,,,,,2025,11,4,43.095,47.175,53.04,42.294999999999995,51.58333333333332,54.95166666666666,5.325260557005617,1.1500486457646801,19125.0,,,,33.535,3.627402907012185,11.895306166631018,11.75549510210954,0.0,1.2464804578512403,2259.709175767499,,False,False,False,-0.5000000000000004,0.8660254037844384
2025-12-01,33.535,115158.0,99478.0,18.058551612903226,,,,,,,2025,12,4,36.614999999999995,43.095,47.175,37.74833333333333,45.34916666666666,53.81666666666666,4.8797267683071714,1.1576111541129284,15680.0,,,,34.754999999999995,3.5419733025409363,11.654069061117726,11.507701845595003,0.0,1.2406573518583903,2137.814286566481,,False,False,False,-2.4492935982947064e-16,1.0
