date,precio_promedio,cosecha_tons,embarques_tons,tipo_cambio,temp_min_c,temp_avg_c,temp_max_c,precipitation_mm,importaciones_kg,precio_importacion_usd,year,month,quarter,precio_lag1,precio_lag2,precio_lag3,precio_ma3,precio_ma6,precio_ma12,precio_std3,ratio_oferta_demanda,balance_oferta_demanda,precio_importacion_mxn,diferencial_precio_mx_us,temp_precip_interaction,precio_proximo_mes,precio_promedio_log,cosecha_tons_log,embarques_tons_log,importaciones_kg_log,precio_promedio_boxcox,tipo_cambio_boxcox,temp_avg_c_boxcox,temp_loca,temp_marcena,temp_normal,month_sin,month_cos
2018-08-01,31.39,,,,16.3,23.1,29.8,206.9,59113706.0,3.3609835424630625,2018,8,3,32.45,33.055,33.055,32.29833333333333,32.57533333333333,33.04609090909091,0.8427979196304101,,,,,4779.39,30.858,3.477849733183238,0.0,0.0,17.89497338441898,1.2360349746273196,,2995.1946761698623,True,False,False,-0.8660254037844384,-0.5000000000000004
2018-09-01,30.858,,,,16.5,22.8,29.1,201.6,59736065.0,2.460431935046274,2018,9,3,31.39,32.45,33.055,31.566000000000003,32.30166666666667,32.86375,0.810461596869356,,,,,4596.48,31.095,3.4612885278724463,0.0,0.0,17.905446516558456,1.234804624117833,,2890.359264738594,True,False,False,-1.0,-1.8369701987210297e-16
2018-10-01,31.095,,,,15.2,21.8,28.5,149.8,77771729.0,2.002507569299379,2018,10,4,30.858,31.39,32.45,31.114333333333335,31.983833333333333,32.28375,0.26652642145454375,,,,,3265.6400000000003,31.94,3.4687002547637413,0.0,0.0,18.169288555505357,1.235357137500399,,2558.1592573701837,False,False,False,-0.8660254037844386,0.5000000000000001
2018-11-01,31.94,,,,10.3,18.4,26.5,75.9,71570130.0,2.271209176230363,2018,11,4,31.095,30.858,31.39,31.297666666666668,31.798000000000002,32.23708333333334,0.568758589678752,,,,,1396.56,33.303,3.4946877247494945,0.0,0.0,18.08618838008896,1.2372703328685535,,1615.984145846261,False,False,False,-0.5000000000000004,0.8660254037844384
2018-12-01,33.303,,,,7.6,16.7,25.7,1.7,85485040.0,1.7121957479343757,2018,12,4,31.94,31.095,30.858,32.11266666666666,31.839333333333332,32.304,1.1140809366169726,,,,,28.389999999999997,35.835,3.5352328139040314,0.0,0.0,18.26385195953554,1.2401818404143246,,1244.9113665601649,False,False,False,-2.4492935982947064e-16,1.0
2019-01-01,35.835,,,,8.1,17.5,26.8,8.4,117594318.0,1.7690984440251611,2019,1,1,33.303,31.94,31.095,33.69266666666667,32.4035,32.581916666666665,1.9765212706503668,,,,,147.0,33.597,3.606448480134777,0.0,0.0,18.58275128443881,1.2450864614367634,,1411.7329638961864,False,False,True,0.49999999999999994,0.8660254037844387
2019-02-01,33.597,,,,9.6,19.7,29.9,1.1,91107301.0,1.7459053583422477,2019,2,1,35.835,33.303,31.94,34.245,32.77133333333333,32.67333333333333,1.3848046793681803,,,,,21.67,31.11,3.543766973102253,0.0,0.0,18.32754851269533,1.240783483268947,,1943.4053366122823,False,False,True,0.8660254037844386,0.5000000000000001
2019-03-01,31.11,,,,10.8,21.4,31.9,0.1,105305016.0,2.0170846847409436,2019,3,1,33.597,35.835,33.303,33.514,32.81333333333333,32.5575,2.3635932391170895,,,,,2.14,31.11,3.4691675081014224,0.0,0.0,18.47237162079354,1.2353918665791213,,2432.5595080175244,False,False,True,1.0,6.123233995736766e-17
2019-04-01,31.11,,,,11.4,22.0,32.6,0.1,90528718.0,3.4796454535012855,2019,4,2,31.11,33.597,35.835,31.938999999999997,32.81583333333333,32.39983333333333,1.4358701194746084,,,,,2.2,51.857,3.4691675081014224,0.0,0.0,18.321177695345988,1.2353918665791213,,2622.50392091386,False,True,False,0.8660254037844387,-0.49999999999999983
2019-05-01,51.857,,,,14.5,24.4,34.3,6.0,69755021.0,3.487005817115301,2019,5,2,31.11,31.11,33.597,38.025666666666666,36.135333333333335,33.96666666666666,11.978286034877165,,,,,146.39999999999998,59.388,3.9675901538766016,0.0,0.0,18.060499976073874,1.26630089792175,,3477.937781158793,False,True,False,0.49999999999999994,-0.8660254037844387
2019-06-01,59.388,,,,17.7,25.5,33.3,96.3,34103650.0,4.581663986112924,2019,6,2,51.857,31.11,31.11,47.45166666666666,40.48283333333333,36.16108333333333,14.644676245425615,,,,,2455.65,62.996,4.10079040970549,0.0,0.0,17.344915003971117,1.272785459656657,,3923.6495425764415,False,True,False,1.2246467991473532e-16,-1.0
2019-07-01,62.996,,,,16.7,23.7,30.8,217.7,50546761.0,3.823648759610927,2019,7,3,59.388,51.857,31.11,58.08033333333333,45.00966666666667,38.706583333333334,5.6834693923107595,,,,,5159.49,52.524,4.158820581406466,0.0,0.0,17.738409445988417,1.2754143249092873,,3212.193679758532,True,False,False,-0.4999999999999998,-0.8660254037844388
2019-08-01,52.524,,,,16.7,23.4,30.1,171.7,60913348.0,3.180332314027461,2019,8,3,62.996,59.388,51.857,58.302666666666674,48.16416666666667,40.46775,5.319695229365424,,,,,4017.7799999999993,51.11,3.9801301514427423,0.0,0.0,17.92496290406262,1.2669393480547801,,3102.464298345176,True,False,False,-0.8660254037844384,-0.5000000000000004
2019-09-01,51.11,,,,16.4,23.0,29.5,239.8,83512679.0,2.417897646416061,2019,9,3,52.524,62.996,59.388,55.54333333333333,51.4975,42.15541666666667,6.492805967633203,,,,,5515.400000000001,43.999,3.9533568689211234,0.0,0.0,18.24050903457951,1.2655689310762466,,2959.9803342438327,True,False,False,-1.0,-1.8369701987210297e-16
2019-10-01,43.999,,,,15.6,22.2,28.7,128.6,94414898.0,2.1432024318873912,2019,10,4,51.11,52.524,62.996,49.211000000000006,53.64566666666666,43.23075,4.568758803001112,,,,,2854.9199999999996,31.527,3.8066402673011805,0.0,0.0,18.36320944705197,1.2575508531823933,,2687.88863102206,False,False,False,-0.8660254037844386,0.5000000000000001
2019-11-01,31.527,,,,13.9,20.9,27.9,50.5,85872510.0,2.0207854644053143,2019,11,4,43.999,51.11,52.524,42.211999999999996,50.25733333333334,43.196333333333335,9.91304690798951,,,,,1055.4499999999998,30.557,3.482070513668711,0.0,0.0,18.26837432409839,1.2363461073142814,,2281.2738104452915,False,False,False,-0.5000000000000004,0.8660254037844384
2019-12-01,30.557,,,,9.9,18.3,26.7,6.1,92774995.0,2.0930563240666302,2019,12,4,31.527,43.999,51.11,35.361,45.45216666666667,42.9675,7.496433018442882,,,,,111.63,30.557,3.4517954344252466,0.0,0.0,18.345687721795873,1.2340924567217868,,1592.4017868560688,False,False,False,-2.4492935982947064e-16,1.0
2020-01-01,30.557,,,,9.3,17.8,26.2,49.8,116849670.0,2.355725583136007,2020,1,1,30.557,31.527,43.999,30.88033333333333,40.04566666666667,42.52766666666667,0.5600297611146244,,,,,886.4399999999999,30.557,3.4517954344252466,0.0,0.0,18.576398803369653,1.2340924567217868,,1477.8339234057955,False,False,True,0.49999999999999994,0.8660254037844387
2020-02-01,30.557,,,,10.8,19.5,28.2,55.6,80264358.0,2.885708535786208,2020,2,1,30.557,30.557,31.527,30.557,36.384499999999996,42.27433333333334,8.827977616149403e-07,,,,,1084.2,30.292,3.4517954344252466,0.0,0.0,18.200836232317542,1.2340924567217868,,1890.4695383228855,False,False,True,0.8660254037844386,0.5000000000000001
2020-03-01,30.292,,,,13.0,22.4,31.7,1.1,77382160.0,3.085201266028242,2020,3,1,30.557,30.557,30.557,30.468666666666664,32.914833333333334,42.20616666666667,0.15299782133780623,,,,,24.64,29.63,3.4433624738228343,0.0,0.0,18.164266833959637,1.2334555571536268,,2754.3210152120387,False,False,True,1.0,6.123233995736766e-17
2020-04-01,29.63,,,,13.5,23.2,32.8,1.4,71235493.0,2.624906308994029,2020,4,2,30.292,30.557,30.557,30.159666666666666,30.52,42.08283333333333,0.47745820061459404,,,,,32.48,29.63,3.421979920844684,0.0,0.0,18.081501763402713,1.2318224840012608,,3030.6794863651844,False,True,False,0.8660254037844387,-0.49999999999999983
2020-05-01,29.63,,,,14.2,23.5,32.8,16.0,79241622.0,2.441498320163108,2020,5,2,29.63,30.292,30.557,29.850666666666665,30.203833333333336,40.230583333333335,0.38220587820458307,,,,,376.0,29.63,3.421979920844684,0.0,0.0,18.18801226166463,1.2318224840012608,,3138.766191997645,False,True,False,0.49999999999999994,-0.8660254037844387
2020-07-01,29.63,,,,16.9,23.5,30.1,209.3,62600263.0,2.142491893364729,2020,7,3,29.63,29.63,30.292,29.63,30.049333333333333,37.75075,8.991018308157765e-07,,,,,4918.55,29.63,3.421979920844684,0.0,0.0,17.95228005331383,1.2318224840012608,,3138.766191997645,True,False,False,-0.4999999999999998,-0.8660254037844388
2020-08-01,29.63,,,,16.8,23.1,29.5,254.4,68309338.0,2.2031595153213166,2020,8,3,29.63,29.63,29.63,29.63,29.894833333333334,34.97025,8.991018308157765e-07,,,,,5876.64,29.63,3.421979920844684,0.0,0.0,18.03955705018632,1.2318224840012608,,2995.1946761698623,True,False,False,-0.8660254037844384,-0.5000000000000004
2020-09-01,29.63,,,,16.3,22.7,29.0,167.4,82041481.0,1.9724243154508632,2020,9,3,29.63,29.63,29.63,29.63,29.740333333333336,33.06241666666667,8.991018308157765e-07,,,,,3799.98,29.755,3.421979920844684,0.0,0.0,18.222735555364146,1.2318224840012608,,2855.9506403853256,True,False,False,-1.0,-1.8369701987210297e-16
2020-10-01,29.755,,,,14.0,22.2,30.4,24.5,105206446.0,1.7148334047896647,2020,10,4,29.63,29.63,29.63,29.671666666666667,29.650833333333335,31.282833333333333,0.07216878365429362,,,,,543.9,29.63,3.4260525826603314,0.0,0.0,18.4714351396601,1.2321355503899172,,2687.88863102206,False,False,False,-0.8660254037844386,0.5000000000000001
2020-11-01,29.63,,,,11.6,20.6,29.6,0.1,94111834.0,1.5551124101991254,2020,11,4,29.755,29.63,29.63,29.671666666666667,29.650833333333328,30.08541666666667,0.07216878365429362,,,,,2.06,29.63,3.421979920844684,0.0,0.0,18.35999436710413,1.2318224840012608,,2193.5037946071366,False,False,False,-0.5000000000000004,0.8660254037844384
2020-12-01,29.63,,,,9.2,17.9,26.5,12.9,96833238.0,1.5635848199148312,2020,12,4,29.63,29.755,29.63,29.671666666666667,29.650833333333328,29.927333333333333,0.07216878365429362,,,,,230.91,29.63,3.421979920844684,0.0,0.0,18.388500871405213,1.2318224840012608,,1500.3049124088086,False,False,False,-2.4492935982947064e-16,1.0
2021-01-01,29.63,,,,7.9,17.5,27.1,1.1,131092340.0,1.7334434414703406,2021,1,1,29.63,29.63,29.755,29.63,29.650833333333328,29.850083333333334,8.991017912400049e-07,,,,,19.25,27.055,3.421979920844684,0.0,0.0,18.69141252597472,1.2318224840012608,,1411.7329638961864,False,False,True,0.49999999999999994,0.8660254037844387
2021-02-01,27.055,,,,9.4,19.3,29.2,0.3,96623843.0,1.9048479680113737,2021,2,1,29.63,29.63,29.63,28.771666666666665,29.221666666666664,29.55825,1.4866769431635685,,,,,5.79,25.74,3.334166869202935,0.0,0.0,18.386336101022803,1.2248345942400747,,1838.4775329694287,False,False,True,0.8660254037844386,0.5000000000000001
2021-03-01,25.74,,,,10.6,21.2,31.8,0.0,111293834.0,2.7623711750284388,2021,3,1,27.055,29.63,29.63,27.474999999999998,28.573333333333334,29.156833333333328,1.9787180193248588,,,,,0.0,25.766,3.286160571673797,0.0,0.0,18.527684423876064,1.2208154887922287,,2371.2891149668476,False,False,True,1.0,6.123233995736766e-17
2021-04-01,25.766,,,,12.8,22.8,32.9,0.8,90804550.0,2.697643289901222,2021,4,2,25.74,27.055,29.63,26.186999999999998,27.9085,28.779666666666667,0.7518224524453514,,,,,18.240000000000002,33.295,3.2871324253741827,0.0,0.0,18.324219963460873,1.2208982947608271,,2890.359264738594,False,True,False,0.8660254037844387,-0.49999999999999983
2021-05-01,33.295,,,,15.0,23.9,32.9,17.1,85793140.0,2.46835567505747,2021,5,2,25.766,25.74,27.055,28.266999999999996,28.519333333333332,29.085083333333333,4.354395135951821,,,,,408.69,46.058,3.534999570951285,0.0,0.0,18.26744961953774,1.2401653431338946,,3286.7257279619676,False,True,False,0.49999999999999994,-0.8660254037844387
2021-06-01,46.058,,,,17.2,23.6,29.9,234.3,78610161.0,2.354978550419201,2021,6,2,33.295,25.766,25.74,35.03966666666667,31.257333333333335,30.454083333333333,10.257885373376615,,,,,5529.4800000000005,50.641,3.8513808834585843,0.0,0.0,18.18001153657433,1.2600899959740475,,3175.342337660788,False,True,False,1.2246467991473532e-16,-1.0
2021-07-01,50.641,,,,17.2,23.1,29.0,256.4,71073519.0,2.6970000036159743,2021,7,3,46.058,33.295,25.766,43.33133333333333,34.759166666666665,32.205000000000005,8.988713052118944,,,,,5922.84,57.018,3.944315930624408,0.0,0.0,18.07922539221032,1.2650999174204296,,2995.1946761698623,True,False,False,-0.4999999999999998,-0.8660254037844388
2021-08-01,57.018,,,,17.1,23.1,29.0,271.0,58337650.0,3.328138037785204,2021,8,3,50.641,46.058,33.295,51.239,39.753,34.48733333333333,5.504416681175202,,,,,6260.1,63.397,4.060753307227011,0.0,0.0,17.881758257623403,1.270903909972879,,2995.1946761698623,True,False,False,-0.8660254037844384,-0.5000000000000004
2021-09-01,63.397,,,,16.9,22.6,28.3,235.6,78737038.0,3.2863837473794733,2021,9,3,57.018,50.641,46.058,57.01866666666666,46.02916666666667,37.301249999999996,6.378000026131465,,,,,5324.56,50.708,4.165067048174315,0.0,0.0,18.18162423799758,1.275690545880504,,2821.8086907472493,True,False,False,-1.0,-1.8369701987210297e-16
2021-10-01,50.708,,,,15.7,22.3,28.9,87.6,91101853.0,2.531336107949418,2021,10,4,63.397,57.018,50.641,57.041,50.18616666666667,39.047333333333334,6.344531267162265,,,,,1953.48,46.365,3.9456125084217013,0.0,0.0,18.32748871328545,1.2651673748569066,,2720.973387538734,False,False,False,-0.8660254037844386,0.5000000000000001
2021-11-01,46.365,,,,11.4,19.8,28.2,1.4,94475429.0,2.656011617581541,2021,11,4,50.708,63.397,57.018,53.49,52.3645,40.441916666666664,8.850248527583826,,,,,27.72,46.3,3.857883559327498,0.0,0.0,18.363850358658112,1.2604520051481392,,1970.229585152248,False,False,False,-0.5000000000000004,0.8660254037844384
2021-12-01,46.3,,,,9.8,18.7,27.7,0.8,97112913.0,3.003227562538465,2021,12,4,46.365,50.708,63.397,47.791,52.40483333333333,41.83108333333333,2.5264051535729335,,,,,14.96,53.075,3.856510295497887,0.0,0.0,18.39138492132865,1.2603757013010015,,1688.0864455082417,False,False,False,-2.4492935982947064e-16,1.0
2022-01-01,53.075,,,20.50067931034483,9.4,18.2,27.0,1.2,106367308.0,3.3452045340848526,2022,1,1,46.3,46.365,50.708,48.580000000000005,52.81050000000001,43.78483333333333,3.892919855327087,,,68.57896538078505,-15.503965380785047,21.84,60.255,3.9903719718391226,0.0,0.0,18.48240884142142,1.267456358512764,3058.788198924096,1569.0436653696997,False,False,True,0.49999999999999994,0.8660254037844387
2022-02-01,60.255,,,20.460442857142855,9.8,19.1,28.4,0.4,60671106.0,3.4007037880601683,2022,2,1,53.075,46.3,46.365,53.21,53.35,46.5515,6.978479418899203,,,69.57990552967432,-9.324905529674318,7.640000000000001,66.814,4.115045478746134,0.0,0.0,17.920978146002227,1.2734418682919226,3041.812031262379,1787.4215436467814,False,False,True,0.8660254037844386,0.5000000000000001
2022-03-01,66.814,,,20.559162903225804,10.5,20.5,30.6,0.0,86285821.0,3.6800081672746674,2022,3,1,60.255,53.075,46.3,60.048,53.9195,49.974333333333334,6.871838691354703,,,75.65788739620132,-8.843887396201325,0.0,82.162,4.216768663305808,0.0,0.0,18.273175855187368,1.2779278466114286,3083.574897727925,2164.7415859143057,False,False,True,1.0,6.123233995736766e-17
2022-04-01,82.162,,,20.07515888888889,13.1,22.8,32.5,2.6,77327988.0,4.4918523032048885,2022,4,2,66.814,60.255,53.075,69.74366666666667,59.161833333333334,54.674,11.243503561316322,,,90.17464869225965,-8.012648692259646,59.28,87.84,4.420790512724665,0.0,0.0,18.163566530815803,1.2859572612384067,2882.4105965491435,2890.359264738594,False,True,False,0.8660254037844387,-0.49999999999999983
2022-05-01,87.84,,,20.016175268817204,15.6,24.7,33.9,9.3,59078532.0,4.833045479193694,2022,5,2,82.162,66.814,60.255,78.93866666666666,66.07433333333333,59.21941666666667,10.87729641654271,,,96.73908539370561,-8.899085393705604,229.71,95.708,4.4868369990262265,0.0,0.0,17.894378184581182,1.2883043831511607,2858.5080095582807,3596.050253272396,False,True,False,0.49999999999999994,-0.8660254037844387
2022-06-01,95.708,,,20.016803333333332,17.5,24.2,31.0,139.6,39496437.0,5.58672446833622,2022,6,2,87.84,82.162,66.814,88.57000000000001,74.30900000000001,63.35691666666667,6.802441032452936,,,111.82836496020734,-16.12036496020734,3378.3199999999997,91.198,4.571696129130374,0.0,0.0,17.49172104858995,1.2911544793777636,2858.761831991143,3400.61134983874,False,True,False,1.2246467991473532e-16,-1.0
2022-07-01,91.198,,,20.514158064516128,17.2,23.5,29.9,236.8,53654930.0,3.743214630976128,2022,7,3,95.708,87.84,82.162,91.582,80.66283333333332,66.73666666666666,3.9480309016013777,,,76.7888966092537,14.409103390746296,5564.8,63.79,4.523938438353304,0.0,0.0,17.79808393334869,1.2895728034273646,3064.4890423115185,3138.766191997645,True,False,False,-0.4999999999999998,-0.8660254037844388
2022-08-01,63.79,,,20.11206129032258,17.1,23.1,29.2,248.6,72344152.0,2.641037550623304,2022,8,3,91.198,95.708,87.84,83.56533333333333,81.252,67.301,17.273762801813987,,,53.11670908817931,10.673290911820686,5742.66,54.859,4.171151270461866,0.0,0.0,18.096945192295717,1.27595835227488,2897.432174117723,2995.1946761698623,True,False,False,-0.8660254037844384,-0.5000000000000004
2022-09-01,54.859,,,20.05986,16.9,22.9,28.9,129.4,87937032.0,2.135891395561315,2022,9,3,63.79,91.198,95.708,69.949,79.2595,66.5895,18.9362269473092,,,42.845682370164596,12.013317629835406,2963.2599999999998,42.145,4.022830658459188,0.0,0.0,18.292131582234873,1.2690689150948111,2876.198174150594,2925.035513125886,True,False,False,-1.0,-1.8369701987210297e-16
2022-10-01,42.145,,,19.9820064516129,14.8,21.9,29.1,86.6,102728089.0,1.954266198799824,2022,10,4,54.859,63.79,91.198,53.598000000000006,72.58999999999999,65.87591666666667,10.877458204930011,,,39.0501597925871,3.0948402074129007,1896.5399999999997,41.816,3.7645665359602707,0.0,0.0,18.447596152592855,1.2550841358402816,2844.7217350696787,2590.2020604446307,False,False,False,-0.8660254037844386,0.5000000000000001
2022-11-01,41.816,,,19.454355,11.8,20.3,28.8,3.3,91715675.0,1.7983557445333092,2022,11,4,42.145,54.859,63.79,46.27333333333334,64.91933333333334,65.49683333333333,7.437224908077779,,,34.985851070440305,6.830148929559698,66.99,39.671,3.7569118645057635,0.0,0.0,18.334203871362533,1.254626933102752,2637.393043554412,2107.9530814777195,False,False,False,-0.5000000000000004,0.8660254037844384
2022-12-01,39.671,,,19.600051612903226,9.2,18.0,26.8,1.4,108882435.0,1.7656680069654944,2022,12,4,41.816,42.145,54.859,41.21066666666667,55.57983333333333,64.94441666666667,1.3434992866885012,,,34.60718406777566,5.063815932224337,25.2,39.709999999999994,3.705515307765362,0.0,0.0,18.505779289312166,1.251488226297857,2693.6031891579823,1522.9962102980428,False,False,False,-2.4492935982947064e-16,1.0
2023-01-01,39.709999999999994,,,18.98143870967742,7.8,17.4,26.9,0.3,119377959.0,1.804238360282236,2023,1,1,39.671,41.816,42.145,40.398999999999994,46.9985,63.83066666666667,1.2273129185334828,,,34.24703985334615,5.462960146653842,5.22,31.3,3.706473762514887,0.0,0.0,18.597805152269277,1.2515478705068137,2460.3122204410497,1390.1333605137984,False,False,True,0.49999999999999994,0.8660254037844387
2023-02-01,31.3,,,18.615278571428572,10.0,19.4,28.8,0.0,95056574.0,1.8530155105316544,2023,2,1,39.709999999999994,39.671,41.816,36.89366666666667,41.5835,61.417750000000005,4.844296680977789,,,34.49439992572468,-3.194399925724678,0.0,39.94,3.475067230228611,0.0,0.0,18.369982798625177,1.2358293250087145,2328.7584216137507,1864.356047306888,False,False,True,0.8660254037844386,0.5000000000000001
2023-03-01,39.94,,,18.411983870967745,11.2,21.1,31.0,0.4,126480515.0,2.247249412290897,2023,3,1,31.3,39.709999999999994,39.671,36.98333333333333,39.097,59.17825,4.923254343758041,,,41.376319933141744,-1.4363199331417462,8.440000000000001,47.32,3.7121075802331434,0.0,0.0,18.655598830553565,1.2518975958832077,2257.775854716808,2341.0329351599657,False,False,True,1.0,6.123233995736766e-17
2023-04-01,47.32,,,18.096128333333333,13.0,21.9,30.8,0.1,107273418.0,2.2257470811641333,2023,4,2,39.94,31.3,39.709999999999994,39.52,39.9595,56.274750000000004,8.01825417407051,,,40.27740481828824,7.042595181711761,2.19,41.665000000000006,3.8778455536265595,0.0,0.0,18.49089145090991,1.2615523503512636,2150.3626450673046,2590.2020604446307,False,True,False,0.8660254037844387,-0.49999999999999983
2023-05-01,41.665000000000006,,,17.735417741935485,15.6,24.4,33.2,4.0,93268998.0,2.134488182236074,2023,5,2,47.32,39.94,31.3,42.975,39.934333333333335,52.42683333333333,3.860463055126831,,,37.85603957718129,3.808960422818714,97.6,44.23,3.7533789119885483,0.0,0.0,18.350998338362835,1.2544150287219282,2031.9059166609945,3477.937781158793,False,True,False,0.49999999999999994,-0.8660254037844387
2023-06-01,44.23,,,17.24599,17.6,26.5,35.3,56.1,69655598.0,2.842339434082527,2023,6,2,41.665000000000006,47.32,39.94,44.405,40.69416666666667,48.137,2.8315587579987045,,,49.01895745679292,-4.788957456792922,1486.65,68.25,3.8117605834897517,0.0,0.0,18.05907364261172,1.257845776074938,1878.2151317641678,4359.576987422685,False,True,False,1.2246467991473532e-16,-1.0
2023-07-01,68.25,49367.0,49367.0,16.907216129032257,17.8,24.3,30.9,198.6,55488216.0,3.689162361968891,2023,7,3,44.23,41.665000000000006,47.32,51.38166666666667,45.45083333333333,46.22466666666667,14.664593698201545,0.9999797439637012,0.0,62.37346538889917,5.87653461110083,4825.98,67.775,4.237723145067448,10.807057720000902,10.807057720000902,17.831681249870183,1.2788102204476577,1776.4800208233066,3439.1336701043588,True,False,False,-0.4999999999999998,-0.8660254037844388
2023-08-01,67.775,,,16.97528064516129,17.1,23.5,30.0,190.0,69608583.0,3.62309902214214,2023,8,3,68.25,44.23,41.665000000000006,60.085,51.53,46.55675,13.7328866229937,,,61.50312270607227,6.271877293927737,4465.0,63.49,4.230840306810638,0.0,0.0,18.05839845103305,1.2785219170986362,1796.6189782733504,3138.766191997645,True,False,False,-0.8660254037844384,-0.5000000000000004
2023-09-01,63.49,78764.0,78764.0,17.297325555555556,17.0,23.7,30.5,118.8,92114956.0,2.8127512322754624,2023,9,3,67.775,68.25,44.23,66.50500000000001,55.455000000000005,47.276,2.621845723912675,0.9999873040055862,0.0,48.653073771458736,14.836926228541266,2815.56,55.56999999999999,4.166510173022286,11.274224014740069,11.274224014740069,18.33854788760584,1.275754177733656,1893.9605273995132,3212.193679758532,True,False,False,-1.0,-1.8369701987210297e-16
2023-10-01,55.56999999999999,115540.0,115540.0,18.076249462365592,15.5,21.8,28.0,156.9,98356706.0,2.400563028208773,2023,10,4,63.49,67.775,68.25,62.278333333333336,56.830000000000005,48.394749999999995,6.192060104144057,0.9999913450636571,0.0,43.393176148033554,12.17682385196644,3420.42,44.995,4.035478809355064,11.657380724309053,11.657380724309053,18.4041112956953,1.269686736077291,2143.7182326372454,2558.1592573701837,False,False,False,-0.8660254037844386,0.5000000000000001
