date,market,product,price_avg,source
2023-06-15,Durango: Centro de Distribución y Abasto de Gómez Palacio,aguacate_hass,56.36,SNIIM
2023-06-15,Guanajuato: Central de Abasto de León,aguacate_hass,48.44,SNIIM
2023-06-15,Guerrero: Central de Abastos de Acapulco,aguacate_hass,56.88,SNIIM
2023-06-15,Hidalgo: Central de Abasto de Pachuca,aguacate_hass,34.17,SNIIM
2023-06-15,Jalisco: Mercado de Abasto de Guadalajara,aguacate_hass,50.64,SNIIM
2023-06-15,Jalisco: Mercado Felipe Ángeles de Guadalajara,aguacate_hass,37.82,SNIIM
2023-06-15,México: Central de Abasto de Ecatepec,aguacate_hass,53.3,SNIIM
2023-06-15,México: Central de Abasto de Toluca,aguacate_hass,50.16,SNIIM
2023-06-15,Michoacán: Mercado de Abasto de Morelia,aguacate_hass,54.84,SNIIM
2023-06-15,Morelos: Central de Abasto de Cuautla,aguacate_hass,47.6,SNIIM
2023-06-15,"Morelos: Mercado ""Adolfo López Mateos"" de Cuernavaca",aguacate_hass,53.5,SNIIM
2023-06-15,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,aguacate_hass,58.54,SNIIM
2023-06-15,Nayarit: Nayarabastos de Tepic,aguacate_hass,58.34,SNIIM
2023-06-15,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",aguacate_hass,50.98,SNIIM
2023-06-15,Oaxaca: Módulo de Abasto de Oaxaca,aguacate_hass,33.02,SNIIM
2023-06-15,Puebla: Central de Abasto de Puebla,aguacate_hass,47.0,SNIIM
2023-06-15,Querétaro: Mercado de Abasto de Querétaro,aguacate_hass,46.88,SNIIM
2023-06-15,"Quintana Roo: Mercado de Chetumal, Quintana Roo",aguacate_hass,71.6,SNIIM
2023-06-15,San Luis Potosí: Centro de Abasto de San Luis Potosí,aguacate_hass,40.68,SNIIM
2023-06-15,Sinaloa: Central de Abasto de Culiacán,aguacate_hass,51.96,SNIIM
2023-06-15,Sinaloa: Zona de Abasto de Mazatlán,aguacate_hass,52.3,SNIIM
2023-06-15,Sonora: Central de Abasto de Cd. Obregón,aguacate_hass,42.82,SNIIM
2023-06-15,"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",aguacate_hass,57.24,SNIIM
2023-06-15,Tabasco: Central de Abasto de Villahermosa,aguacate_hass,46.1,SNIIM
2023-06-15,Tamaulipas: Módulo de Abasto de Reynosa,aguacate_hass,72.36,SNIIM
2023-06-15,"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",aguacate_hass,46.2,SNIIM
2023-06-15,Veracruz: Central de Abasto de Jalapa,aguacate_hass,51.8,SNIIM
2023-06-15,Veracruz: Central de Abasto de Minatitlán,aguacate_hass,47.56,SNIIM
2023-06-15,Veracruz: Mercado Malibrán,aguacate_hass,49.73,SNIIM
2023-06-15,Yucatán: Central de Abasto de Mérida,aguacate_hass,41.4,SNIIM
2023-06-15,Yucatán: Centro Mayorista Oxkutzcab,aguacate_hass,56.96,SNIIM
2023-06-15,"Yucatán: Mercado ""Casa del Pueblo""",aguacate_hass,58.3,SNIIM
2023-06-15,Zacatecas: Mercado de Abasto de Zacatecas,aguacate_hass,42.56,SNIIM
2023-07-15,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,aguacate_hass,51.64,SNIIM
2023-07-15,"Baja California : Central de Abasto INDIA, Tijuana",aguacate_hass,56.02,SNIIM
2023-07-15,Baja California Sur: Unión de Comerciantes de La Paz,aguacate_hass,67.28,SNIIM
2023-07-15,"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",aguacate_hass,54.06,SNIIM
2023-07-15,"Coahuila: Central de Abasto de La Laguna, Torreón",aguacate_hass,80.0,SNIIM
2023-07-15,Colima: Centros de distribución de Colima,aguacate_hass,72.25,SNIIM
2023-07-15,Chiapas: Central de Abasto de Tuxtla Gutiérrez,aguacate_hass,61.0,SNIIM
2023-07-15,Chihuahua: Mercado de Abasto de Cd. Juárez,aguacate_hass,71.4,SNIIM
2023-07-15,DF: Central de Abasto de Iztapalapa DF,aguacate_hass,69.02,SNIIM
2023-07-15,Durango: Centro de Distribución y Abasto de Gómez Palacio,aguacate_hass,80.76,SNIIM
2023-07-15,Guanajuato: Central de Abasto de León,aguacate_hass,80.16,SNIIM
2023-07-15,Guerrero: Central de Abastos de Acapulco,aguacate_hass,69.6,SNIIM
2023-07-15,Hidalgo: Central de Abasto de Pachuca,aguacate_hass,34.17,SNIIM
2023-07-15,Jalisco: Mercado de Abasto de Guadalajara,aguacate_hass,68.52,SNIIM
2023-07-15,Jalisco: Mercado Felipe Ángeles de Guadalajara,aguacate_hass,67.98,SNIIM
2023-07-15,México: Central de Abasto de Ecatepec,aguacate_hass,73.1,SNIIM
2023-07-15,México: Central de Abasto de Toluca,aguacate_hass,78.6,SNIIM
2023-07-15,Michoacán: Mercado de Abasto de Morelia,aguacate_hass,70.72,SNIIM
2023-07-15,Morelos: Central de Abasto de Cuautla,aguacate_hass,68.75,SNIIM
2023-07-15,"Morelos: Mercado ""Adolfo López Mateos"" de Cuernavaca",aguacate_hass,72.0,SNIIM
2023-07-15,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,aguacate_hass,58.36,SNIIM
2023-07-15,Nayarit: Nayarabastos de Tepic,aguacate_hass,59.24,SNIIM
2023-07-15,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",aguacate_hass,79.11,SNIIM
2023-07-15,Oaxaca: Módulo de Abasto de Oaxaca,aguacate_hass,30.92,SNIIM
2023-07-15,Puebla: Central de Abasto de Puebla,aguacate_hass,43.52,SNIIM
2023-07-15,Querétaro: Mercado de Abasto de Querétaro,aguacate_hass,74.34,SNIIM
